review_date,review_title,author_active,location,overall_rating,recommends,outlook,review_text,pros,cons
2017-04-28,Lacking technical growth & career advancement opportunities,Current Employee - Senior Software Engineer,Pune,2.0,Doesn't Recommend,Negative Outlook,I have been working at Principal Financial Group full-time for more than 5 years,"For Pune location:
1. Good joining compensation
2. Group Insurance policy
3. Free transport (cab) facility
4. Comparatively less work pressure (due to this, most spaces are occupied by married women, mostly mothers - for years)
5. Salary received on last working day of every month.","For Pune location:
1. the way in which the performance appraisal process is carried out by management (this happens twice a year and is the period when employees are frustrated and pissed off the most)
2. no transparency in promotion policy; Managers and HR are incapable of answering the related questions and always provide fancy sounding answers to fool the employees.
3. unapproachable or non-responding Human... Resource (HR) department.
4. Lack of technical knowledge to most of the managers / leaders. If you wish to have manager's guidance in technical areas, then it is myth in Principal Pune.
5. Following the Agile principles for the namesake; actually no department has come out of waterfall mindset yet. Still they boast of Agile world. Clear Over-hyped here.
6. Middle management is not capable of taking cues from top management goals and derive business unit level goals for Pune employees. Here they are completely dependent on US based counterparts. So rest of the App developers / BAs / POs / QAs get dragged behind such copy+pasted strategy.
7. Mid management does paperwork for planning but lacks the drivers for executing the same; also it lacks managers who can lead from front to implement the plans. Due to this most of the plans have never come into existence and remained on power point slides.
8. Only 4 organizational leaves per year in addition to 30 individual leaves.
9. Cafeteria food quality can definitely be improved.
10.Career growth gets stopped after a while.
11.Favoritism is promoted a lot by managers / leaders.
12.Managers/ leaders are not aware of your work so before appraisals they try to get that knowledge from their favored employees (who can easily malign or downgrade your work).
13. Too old technologies to work upon. Other competitors and even the start-ups are providing better technologies.
14. Lack of transparent communication at most of the levels.
15. Not much motivation and time given for practical innovation."
2017-04-18,Good company to work for,Former Employee - Applications Developer,Pune,4.0,Recommends,Positive Outlook,I worked at Principal Financial Group full-time for more than a year,Work life balance is very good apart from decent salary. The best part being that everyone is approachable and you can discuss things with them easily. What I have observed is that your concerns are listened and worked upon. Takes initiatives for the employees to make them capable with new technologies.,"HR is the worst section here, some HR people had with the company from the start and thinks the are the big shot here; team matters a lot when getting a promotion, so good teams means good visibility."
2017-05-17,Application Developer,Former Employee - Anonymous Employee,Pune,1.0,Doesn't Recommend,Negative Outlook,I worked at Principal Financial Group full-time for more than 3 years,Good work life balance... good benefits and PTO...,"horrible manager, micro managing, poor culture."
2017-04-08,Great Company to work with !!,Former Employee - Associate Consultant,Pune,4.0,Recommends,NA,I worked at Principal Financial Group full-time for more than a year,"- They have a strong and healthy work culture.
- Good package and incentives.
- Work life balance.
- Big company to work with and will get a lot of exposure by talking with US counterparts and with the stakeholders.
- Everyone gets an opportunity to grow in the company.
- Facilities like recreation room, cafeteria and cabs are also present.","- Pune HR department is of no use, they will put their skype status offline or busy all the time and will do no work. 
- Some of the departments have partiality towards some employees."
2017-04-12,good,Associate Consultant,Pune,4.0,Recommends,NA,I worked at Principal Financial Group  for more than 3 years,"good work/life balance, value their employee",not much. Start sending people onsite for learning.
2017-04-10,Good captive to work,Current Employee - Anonymous Employee,NA,4.0,Recommends,Approves of CEO,I have been working at Principal Financial Group full-time,Good monitory benefits as compared to industry std,Comfortable work culture available for those who choose
2017-05-09,Pathetic work culture...horrible and unprofessional staff with no learning and anything like that,Current Employee - Manager,South,1.0,Doesn't Recommend,Negative Outlook,I have been working at Principal Financial Group full-time for less than a year,"There is no Pros for this company and you are just wasting your time, if opportunity knocks pls grab and then leave incase u r unemployed",Hiring is highly in an unprofessional environment people think you are a beggar who has come to beg job and dont realise the are dealing with human beings
2017-03-31,Excellent work culture and employee friendly,Former Employee - Analyst,Pune,4.0,Recommends,Neutral Outlook,I worked at Principal Financial Group full-time for more than 3 years,Excellent work culture and employee friendly organization. Really supports its employee grow in terms of their career path.,Arrogant Senior Managers. No/slow promotions.To much inclination to age old technologies.
2017-05-04,Unlike its global organization,,NA,1.0,Doesn't Recommend,Negative Outlook,I worked at Principal Financial Group ,it has an okay work life balance but it isn't a great place to be,"Oligarchical  with archaic practices in the name of financial security
insecure and unhealthy culture
Way too political"
2017-03-30,"Good Pay, Less work, Stagnant Growth after a while...",Former Employee - Associate Consultant,Pune,4.0,Recommends,Neutral Outlook,I worked at Principal Financial Group full-time for more than 3 years,"Work Life balance, less work, Encouraging L1 and L2s","L3, Less opportunities in role progression, Managers keep favorites, Agile practices slows down the productivity"
2017-04-13,Senior processing specialist,Current Employee - Senior Processing Specialist,Pune,2.0,NA,NA,I have been working at Principal Financial Group full-time for more than a year,Captive company. good opportunities to grow,lack of time management o work
2017-03-17,A place for work and life balance. Best for women employees. Relax company.,Former Employee - Associate Consultant,Pune,4.0,Recommends,NA,I worked at Principal Financial Group full-time for more than 3 years,"Good place to work.
Good work life balance.
Some department has good quality work.
Chances to learn new technology if such a demand from your project.
Free Cab facility available.","More into process.
Management will overlook your work and always keep on telling you about your negative points.
They keep on asking to suggest some innovative ideas, developing some utility, giving some sessions etc. etc. Only these things matter & not work.
Some projects don't have much work."
2017-03-08,A very ethical organization,Current Employee - Solution Architect,Pune,4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 8 years,"1. A company with strong ethics.
2. Very good co-workers.
3. Good compensation, as compared to other similar organizations.
4. Excellent growth opportunities.",None that i can think of.
2017-03-02,Good Work Culture,Former Employee - Associate Consultant,Pune,4.0,Recommends,NA,I worked at Principal Financial Group full-time,"Free Transport Facility
Good work life balance
Overtime allowance
Subsidized food","No Career growth
More variable pay in total compensation"
2017-02-02,Principal review,Current Employee - Quality Analyst,Pune,4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than a year,Great work culture environment. Young crowd very easy going and flexible.,The standards and practices are a lot different than service based industry.
2017-02-10,An average company to work with,Analyst,Pune,2.0,Doesn't Recommend,Negative Outlook,I have been working at Principal Financial Group ,"Captive company, job security, good for people not interested in personal growth","Unpaid overtime even on weekends, low salary package, poor management, no work-life balance"
